univsertiy,key_sub,ms_statition,phd_station
长江大学文理学院,0,46,3
燕山大学里仁学院,0,0,0
西安建筑科技大学华清学院,0,0,0
山西电力职业技术学院,0,0,0
哈尔滨远东理工学院,0,0,0
中原工学院信息商务学院,0,0,0
沧州医学高等专科学校,0,0,0
湖南商学院北津学院,0,0,0
江西农业大学南昌商学院,0,0,0
兰州财经大学陇桥学院,0,0,0
武汉科技大学城市学院,0,0,0
天津冶金职业技术学院,0,0,0
白城医学高等专科学校,0,0,0
天津体育学院运动与文化艺术学院,0,0,0
武昌工学院,0,0,0
福建对外经济贸易职业技术学院,0,0,0
长春光华学院,0,0,0
淮北师范大学信息学院,0,0,0
长春工业大学人文信息学院,0,0,0
河北工程大学科信学院,0,0,0
宁夏大学新华学院,0,0,0
常德职业技术学院,0,0,0
湖北汽车工业学院科技学院,0,0,0
天津城市建设管理职业技术学院,0,0,0
马鞍山师范高等专科学校,0,0,0
西安翻译学院,0,0,0
陕西青年职业学院,0,0,0
云南大学滇池学院,0,0,0
天津师范大学津沽学院,0,0,0
大连枫叶职业技术学院,0,0,0
河北软件职业技术学院,0,0,0
唐山科技职业技术学院,0,0,0
福建师范大学协和学院,0,0,0
武汉工程大学邮电与信息工程学院,0,0,0
成都信息工程大学银杏酒店管理学院,0,0,0
哈尔滨广厦学院,0,0,0
太原科技大学华科学院,0,0,0
渤海大学,8,30,0
厦门华天涉外职业技术学院,0,0,0
石家庄科技信息职业学院,0,0,0
湖南农业大学东方科技学院,0,0,0
沈阳化工大学科亚学院,0,0,0
永城职业学院,0,0,0
海南政法职业学院,0,0,0
西京学院,0,0,0
安徽财经大学商学院,0,0,0
河北医科大学临床学院,0,0,0
广西大学行健文理学院,0,0,0
沈阳工学院,0,0,0
重庆邮电大学移通学院,0,0,0
阜阳科技职业学院,0,0,0
泉州纺织服装职业学院,0,0,0
广西民族大学相思湖学院,0,0,0
河北工业大学城市学院,0,0,0
天津铁道职业技术学院,0,0,0
辽宁理工学院,0,0,0
中国计量学院现代科技学院,0,0,0
山东财经大学东方学院,0,0,0
成都文理学院,0,0,0
江西先锋软件职业技术学院,0,0,0
贵州医科大学神奇民族医药学院,0,0,0
安阳工学院,1,0,0
昆明理工大学津桥学院,0,0,0
西北师范大学知行学院,0,0,0
河北科技大学理工学院,0,0,0
天津大学仁爱学院,0,0,0
中南林业科技大学涉外学院,0,0,0
武汉生物工程学院,0,0,0
吉林建筑大学城建学院,0,0,0
四川外国语大学成都学院,0,0,0
江苏海事职业技术学院,0,0,0
河北农业大学现代科技学院,0,0,0
海南经贸职业技术学院,0,0,0
大连软件职业学院,0,0,0
天津海运职业学院,0,0,0
山东财经大学燕山学院,0,0,0
济南工程职业技术学院,0,0,0
江西科技师范大学理工学院,0,0,0
贵州大学科技学院,0,0,0
安徽建筑大学城市建设学院,0,0,0
河南科技学院,0,5,0
吉林农业科技学院,0,0,0
鲁东大学,0,20,1
湖南人文科技学院,2,0,0
滨州学院,3,0,0
华北理工大学,0,19,0
安徽科技学院,0,23,0
安徽农业大学经济技术学院,0,0,0
上海济光职业技术学院,0,0,0
延安大学西安创新学院,0,0,0
西交利物浦大学,0,0,0
梧州学院,0,0,0
山西大同大学,0,0,0
河北北方学院,13,4,0
衡水学院,0,0,0
中国劳动关系学院,1,0,0
中国医科大学临床医药学院,0,0,0
武汉工商学院,0,0,0
重庆工商大学,0,8,0
重庆工商大学派斯学院,0,0,0
重庆工商大学融智学院,0,0,0
重庆科技学院,0,0,0
重庆师范大学,0,25,0
重庆文理学院,0,0,0
云南民族大学,10,50,1
湖北工业大学,17,92,5
云南警官学院,0,0,0
西华大学,1,35,0
厦门理工学院,3,0,0
长春中医药大学,8,24,2
云南财经大学,12,45,0
新疆财经大学,0,41,3
宁波诺丁汉大学,2,0,0
郑州升达经贸管理学院,0,0,0
郑州财经学院,0,0,0
中北大学,1,62,23
太原工业学院,0,0,0
中北大学信息商务学院,0,0,0
中国传媒大学南广学院,0,0,0
中国地质大学长城学院,0,0,0
武汉工程科技学院,0,0,0
中国矿业大学徐海学院,9,44,16
厦门大学嘉庚学院,0,0,0
厦门演艺职业学院,0,0,0
云南大学旅游文化学院,0,0,0
云南科技信息职业学院,0,0,0
云南师范大学商学院,0,0,0
云南师范大学文理学院,0,0,0
浙江传媒学院,0,1,0
浙江工商大学,1,89,21
西安财经学院行知学院,0,0,0
西安海棠职业学院,0,0,0
西安科技大学,1,92,28
西安培华学院,0,0,0
西安石油大学,7,33,1
西安文理学院,0,0,0
西北工业大学明德学院,0,0,0
西北民族大学,3,31,1
西华师范大学,7,35,4
西南民族大学,7,100,7
沈阳理工大学,4,28,0
石家庄经济学院华信学院,0,0,0
石家庄铁道大学四方学院,0,0,0
河北外国语学院,0,0,0
石家庄医学高等专科学校,0,0,0
石家庄邮电职业技术学院,0,0,0
首都师范大学科德学院,0,0,0
四川航天职业技术学院,0,0,0
四川外国语大学重庆南方翻译学院,0,0,0
苏州经贸职业技术学院,0,0,0
太原科技大学,4,42,2
太原理工大学现代科技学院,0,0,0
天津财经大学,0,19,3
天津职业技术师范大学,9,10,0
天津石油职业技术学院,0,0,0
天津医科大学临床医学院,0,0,0
武汉交通职业学院,0,0,0
武汉理工大学华夏学院,0,0,0
武汉民政职业学院,0,0,0
武汉铁路职业技术学院,0,0,0
南京信息工程大学,0,0,0
南京信息工程大学滨江学院,0,0,0
南京邮电大学,4,44,17
南京邮电大学通达学院,0,0,0
南开大学滨海学院,0,0,0
南通大学,1,17,1
青岛港湾职业技术学院,0,0,0
青岛恒星科技学院,0,0,0
青岛理工大学,18,77,8
三亚航空旅游职业学院,0,0,0
山西财经大学华商学院,0,0,0
山西旅游职业学院,0,0,0
陕西电子信息职业技术学院,0,0,0
上海电影艺术职业学院,0,0,0
上海工商外国语职业学院,0,0,0
上海海事大学,1,75,19
上海商学院,0,0,0
沈阳城市学院,0,0,0
沈阳工程学院,0,0,0
沈阳建筑大学,8,36,1
井冈山大学,6,0,0
景德镇陶瓷学院科技艺术学院,0,0,0
昆明医科大学海源学院,0,0,0
兰州交通大学,0,64,16
辽宁对外经贸学院,0,0,0
辽宁科技学院,0,0,0
辽宁石油化工大学顺华能源学院,0,0,0
内蒙古科技大学,0,67,0
南昌大学共青学院,0,0,0
南昌大学科学技术学院,0,0,0
南昌工程学院,4,0,0
南昌航空大学科技学院,0,0,0
南昌理工学院,0,0,0
南充职业技术学院,0,0,0
南华大学船山学院,0,0,0
南京财经大学,0,69,0
南京工业大学浦江学院,0,0,0
南京航空航天大学金城学院,0,0,0
南京审计学院金审学院,0,0,0
南京师范大学泰州学院,0,0,0
南昌职业学院,0,0,0
江西服装学院,0,0,0
南昌工学院,0,0,0
江西工业贸易职业技术学院,0,0,0
江西建设职业技术学院,0,0,0
江西理工大学,12,65,0
江西理工大学应用科学学院,0,0,0
江西外语外贸职业学院,0,0,0
江西中医药大学科技学院,0,0,0
金陵科技学院,2,0,0
文华学院,0,0,0
黄淮学院,0,0,0
吉林大学珠海学院,0,0,0
长春建筑学院,0,0,0
长春科技学院,0,0,0
集美大学诚毅学院,0,0,0
江苏大学京江学院,0,0,0
江苏科技大学,1,60,8
江苏科技大学苏州理工学院,0,0,0
江西财经大学现代经济管理学院,0,0,0
湖北职业技术学院,0,0,0
湖南工业大学,3,19,0
湖南工业大学科技学院,0,0,0
湖南科技大学,0,125,0
湖南科技大学潇湘学院,0,0,0
湖南涉外经济学院,1,0,0
华北电力大学科技学院,0,0,0
华北水利水电大学,3,52,0
广州商学院,0,0,0
河北传媒学院,0,0,0
河南大学民生学院,0,0,0
河南工业大学,25,108,0
河南科技学院新科学院,0,0,0
河南理工大学,18,55,13
哈尔滨江南职业技术学院,0,0,0
黑龙江三江美术职业学院,0,0,0
红河学院,0,0,0
湖北国土资源职业学院,0,0,0
湖北三峡职业技术学院,0,0,0
广东金融学院,0,0,0
广西财经学院,0,0,0
广西经贸职业技术学院,0,0,0
广州南洋理工职业学院,0,0,0
桂林电子科技大学信息科技学院,0,0,0
黑龙江外国语学院,0,0,0
杭州电子科技大学,1,66,9
河北大学工商学院,0,0,0
河北工程大学,0,21,0
华北理工大学轻工学院,0,0,0
北京培黎职业学院,0,0,0
北京现代职业技术学院,0,0,0
北京邮电大学世纪学院,0,0,0
北京中医药大学东方学院,0,0,0
长春理工大学光电信息学院,0,0,0
长江大学,22,151,18
长江大学工程技术学院,0,0,0
长江工程职业技术学院,0,0,0
长沙理工大学,7,61,7
长沙理工大学城南学院,0,0,0
北华航天工业学院,0,0,0
北京工商大学嘉华学院,0,0,0
北京工业大学耿丹学院,0,0,0
燕京理工学院,0,0,0
北京汇佳职业学院,0,0,0
北京交通职业技术学院,0,0,0
北京科技大学天津学院,0,0,0
北京科技职业学院,0,0,0
北京理工大学珠海学院,0,0,0
蚌埠学院,0,0,0
安徽三联学院,0,0,0
福建警察学院,0,0,0
闽南理工学院,0,0,0
武夷学院,0,0,0
齐鲁医药学院,0,0,0
潍坊科技学院,0,0,0
山东英才学院,0,0,0
河南工程学院,0,0,0
郑州工业应用技术学院,6,0,0
郑州科技学院,0,0,0
荆楚理工学院,0,0,0
湖南第一师范学院,0,0,0
仲恺农业工程学院,0,5,0
海口经济学院,0,0,0
西安思源学院,0,0,0
陕西国际商贸学院,0,0,0
安徽财经大学,0,56,0
保定电力职业技术学院,0,0,0
保险职业学院,0,0,0
长沙学院,0,0,0
长沙医学院,0,0,0
成都东软学院,0,0,0
四川传媒学院,0,0,0
大连交通大学,2,19,2
大连科技学院,0,0,0
电子科技大学成都学院,0,0,0
大连财经学院,0,0,0
黑龙江工商学院,0,0,0
鄂东职业技术学院,0,0,0
厦门医学高等专科学校,0,0,0
泉州工艺美术职业学院,0,0,0
厦门城市职业学院,0,0,0
福建生物工程职业技术学院,0,0,0
福建艺术职业学院,0,0,0
福建体育职业技术学院,0,0,0
宁德职业技术学院,0,0,0
泉州经贸职业技术学院,0,0,0
闽西职业技术学院,0,0,0
三明职业技术学院,0,0,0
安徽国际商务职业学院,0,0,0
马鞍山职业技术学院,0,0,0
徽商职业学院,0,0,0
民办安徽旅游职业学院,0,0,0
安徽冶金科技职业学院,0,0,0
安徽机电职业技术学院,0,0,0
安徽审计职业学院,0,0,0
亳州职业技术学院,0,0,0
安徽中澳科技职业学院,0,0,0
泉州医学高等专科学校,0,0,0
湄洲湾职业技术学院,0,0,0
漳州卫生职业学院,0,0,0
天津天狮学院,0,0,0
保定学院,0,0,0
上海海关学院,0,0,0
浙江警察学院,0,0,0
宁波大红鹰学院,0,0,0
浙江越秀外国语学院,0,0,0
合肥师范学院,0,0,0
池州学院,0,0,0
安徽邮电职业技术学院,0,0,0
安徽艺术职业学院,0,0,0
安徽国防科技职业学院,0,0,0
安徽林业职业技术学院,0,0,0
安徽新闻出版职业技术学院,0,0,0
安徽财贸职业学院,0,0,0
安徽电气工程职业技术学院,0,0,0
安庆职业技术学院,0,0,0
安徽公安职业学院,0,0,0
浙江纺织服装职业技术学院,0,0,0
宁波卫生职业技术学院,0,0,0
浙江同济科技职业学院,0,0,0
浙江邮电职业技术学院,0,0,0
浙江体育职业技术学院,0,0,0
台州科技职业学院,0,0,0
温州科技职业学院,0,0,0
安庆医药高等专科学校,0,0,0
安徽工业职业技术学院,0,0,0
安徽工商职业学院,0,0,0
扬州工业职业技术学院,0,0,0
江苏城市职业学院,0,0,0
苏州卫生职业技术学院,0,0,0
盐城卫生职业技术学院,0,0,0
苏州高博软件技术职业学院,0,0,0
南京旅游职业学院,0,0,0
浙江医学高等专科学校,0,0,0
金华职业技术学院,0,0,0
浙江国际海运职业技术学院,0,0,0
宁波城市职业技术学院,0,0,0
黑龙江粮食职业学院,0,0,0
佳木斯职业学院,0,0,0
上海健康医学院,0,0,0
上海旅游高等专科学校,0,0,0
上海工艺美术职业学院,0,0,0
上海工会管理职业学院,0,0,0
上海体育职业学院,0,0,0
苏州职业大学,0,0,0
南通科技职业学院,0,0,0
无锡科技职业学院,0,0,0
南京铁道职业技术学院,0,0,0
江苏联合职业技术学院,0,0,0
无锡工艺职业技术学院,0,0,0
南京机电职业技术学院,0,0,0
无锡城市职业技术学院,0,0,0
扬州环境资源职业技术学院,0,0,0
苏州健雄职业技术学院,0,0,0
江苏财经职业技术学院,0,0,0
苏州工业职业技术学院,0,0,0
盐城工业职业技术学院,0,0,0
黑龙江生物科技职业学院,0,0,0
黑龙江民族职业学院,0,0,0
七台河职业学院,0,0,0
黑龙江信息技术职业学院,0,0,0
黑龙江公安警官职业学院,0,0,0
黑龙江商业职业学院,0,0,0
黑龙江旅游职业技术学院,0,0,0
黑龙江煤炭职业技术学院,0,0,0
黑龙江交通职业技术学院,0,0,0
哈尔滨科学技术职业学院,0,0,0
通辽职业学院,0,0,0
内蒙古电子信息职业技术学院,0,0,0
乌兰察布职业学院,0,0,0
乌海职业技术学院,0,0,0
内蒙古机电职业技术学院,0,0,0
内蒙古化工职业学院,0,0,0
内蒙古商贸职业学院,0,0,0
包头铁道职业技术学院,0,0,0
辽宁装备制造职业技术学院,0,0,0
辽河石油职业技术学院,0,0,0
辽宁职业学院,0,0,0
辽宁地质工程职业学院,0,0,0
辽宁铁道职业技术学院,0,0,0
辽宁建筑职业学院,0,0,0
松原职业技术学院,0,0,0
吉林铁道职业技术学院,0,0,0
白城职业技术学院,0,0,0
长白山职业技术学院,0,0,0
齐齐哈尔高等师范专科学校,0,0,0
黑龙江幼儿师范高等专科学校,0,0,0
山西体育职业学院,0,0,0
山西警官职业学院,0,0,0
山西国际商务职业学院,0,0,0
忻州职业技术学院,0,0,0
山西经贸职业学院,0,0,0
朔州职业技术学院,0,0,0
包头钢铁职业技术学院,0,0,0
锡林郭勒职业学院,0,0,0
内蒙古交通职业技术学院,0,0,0
科尔沁艺术职业学院,0,0,0
石家庄科技工程职业学院,0,0,0
运城幼儿师范高等专科学校,0,0,0
山西省财政税务专科学校,0,0,0
晋中职业技术学院,0,0,0
山西运城农业职业技术学院,0,0,0
太原旅游职业学院,0,0,0
山西管理职业学院,0,0,0
潞安职业技术学院,0,0,0
山西金融职业学院,0,0,0
重庆人文科技学院,0,0,0
云南艺术学院文华学院,0,0,0
新疆财经大学商务学院,0,0,0
江苏建康职业学院,0,0,0
衢州学院,0,0,0
北京劳动保障职业学院,0,0,0
北京社会管理职业学院,0,0,0
天津工艺美术职业学院,0,0,0
天津艺术职业学院,0,0,0
天津国土资源和房屋职业学院,0,0,0
河北机电职业技术学院,0,0,0
河北司法警官职业学院,0,0,0
廊坊职业技术学院,0,0,0
河北女子职业技术学院,0,0,0
河北旅游职业学院,0,0,0
冀中职业学院,0,0,0
新疆职业大学,0,0,0
天津商业大学宝德学院,0,0,0
大连工业大学艺术与信息工程学院,0,0,0
辽宁医学院医疗学院,0,0,0
黑龙江工程学院昆仑旅游学院,0,0,0
上海视觉艺术学院,0,0,0
杭州师范大学钱江学院,0,0,0
东华理工大学长江学院,0,0,0
青岛农业大学海都学院,0,0,0
华中师范大学武汉传媒学院,0,0,0
兰州资源环境职业技术学院,0,0,0
甘肃交通职业技术学院,0,0,0
武威职业学院,0,0,0
甘肃钢铁职业技术学院,0,0,0
青海卫生职业技术学院,0,0,0
宁夏民族职业技术学院,0,0,0
宁夏工商职业技术学院,0,0,0
新疆兵团警官高等专科学校,0,0,0
新疆石河子职业技术学院,0,0,0
新疆交通职业技术学院,0,0,0
