286,10,14,20,19,154,19,14,153,19,75,129,19,18,79,162
201,161,153,210,282,405,168,115,307,137,139,186,114,264,772,172
103,51,1280,225,220,202,208,154,248,117,168,309,154,67,600,967
258,14,72,158,20,895,124,18,102,83,92,52,111,9,62,20
11,10,13,15,58,72,118,50,80,10,15,47,20,5,16,15
85,13,125,160,142,211,72,70,209,317,181,196,138,20,223,297
357,19,63,136,102,171,124,31,127,66,95,103,601,460,82,293
5,10,72,14,13,231,105,16,49,15,17,9,11,15,17,8
118,9,79,192,138,54,62,15,150,19,69,18,16,7,61,106
19,7,42,10,55,71,31,18,16,17,12,14,9,11,49,15
0,0,1,2,0,0,0,0,0,1,4,3,0,2,2,3
10,8,9,9,14,14,52,7,8,6,11,16,7,8,16,14
232,13,15,50,96,102,137,200,91,186,18,279,98,10,16,17
30,7,257,347,51,196,111,31,72,47,134,51,29,7,57,89
53,7,67,51,195,136,220,17,116,153,195,139,69,13,67,151
44,10,8,9,9,13,13,6,9,15,17,18,64,5,7,17
78,15,92,253,162,111,78,104,69,190,295,287,86,17,123,122
93,9,655,176,181,182,134,147,248,127,187,173,225,87,163,303
188,97,127,89,113,170,154,126,303,185,284,126,215,95,60,346
97,18,123,173,121,216,215,79,141,78,135,140,65,39,161,201
20,7,17,80,157,111,71,19,17,123,73,48,76,15,18,53
20,13,58,112,140,263,82,12,73,234,86,263,49,18,163,285
93,17,201,193,99,190,132,17,608,111,180,72,259,243,113,165
134,20,91,88,110,79,115,46,100,112,156,56,40,10,106,54
319,8,350,16,392,100,17,10,17,17,19,19,456,7,355,14
20,7,41,19,18,103,17,19,53,16,19,20,13,7,51,52
13,8,111,207,65,269,72,164,70,11,288,95,19,7,312,379
113,61,89,115,71,120,116,20,178,91,211,160,137,53,242,92
17,10,124,116,170,133,77,12,83,336,17,117,11,4,144,17
62,16,68,91,144,47,56,19,39,35,16,50,74,10,20,20
81,65,204,242,229,337,253,72,222,237,273,382,159,84,297,289
20,16,67,327,217,144,353,143,371,108,74,111,79,9,100,261
18,8,285,72,324,255,196,84,249,59,221,88,422,17,71,190
48,16,18,126,105,210,52,43,69,81,92,72,105,9,75,108
799,18,459,284,207,165,246,713,122,185,379,140,141,37,95,3050
87,13,52,96,124,242,129,19,670,60,49,142,65,14,384,74
57,15,110,42,64,36,68,63,93,104,136,109,95,11,74,62
83,14,60,146,81,132,92,53,171,96,101,85,129,10,98,137
93,8,14,58,148,81,222,16,67,49,19,52,20,6,139,90
11,9,16,181,17,113,102,11,14,18,109,100,46,14,29,18
66,65,78,69,182,79,165,32,86,50,103,51,56,17,247,657
13,10,13,17,17,74,75,62,16,20,290,17,65,9,20,98
8,7,10,5,9,96,57,6,11,9,6,8,13,3,13,15
10,17,11,49,49,226,67,17,103,78,92,75,123,9,54,17
10,6,6,10,11,87,20,8,20,38,15,108,15,10,8,13
47,10,48,167,73,186,75,20,82,64,48,100,73,6,42,68
140,133,279,198,4000,1030,275,113,151,383,285,318,147,33,525,445
88,8,14,111,126,163,365,13,18,16,17,334,14,9,57,133
152,9,59,146,115,147,67,13,120,18,186,319,19,75,201,186
13,6,14,9,14,17,51,12,80,20,9,17,178,19,16,572
13,11,15,18,117,81,154,164,20,11,11,201,123,5,116,10
12,4,6,226,14,78,18,15,7,11,13,13,16,5,392,19
11,7,83,12,9,20,64,3,13,12,11,183,51,57,48,11
12,7,15,20,16,62,18,17,64,18,82,10,134,9,19,18
227,16,66,134,102,86,86,36,159,20,95,288,103,18,73,48
10,6,16,5,172,185,98,14,18,262,93,158,11,6,71,132
16,7,7,12,8,16,18,10,37,11,42,16,15,6,9,15
20,8,59,107,116,84,92,79,79,33,128,432,622,11,260,121
11,6,15,15,181,18,17,10,13,18,11,7,12,5,5,10
8,13,14,340,19,47,67,14,73,20,19,12,94,92,32,16
20,10,76,60,132,352,142,11,52,78,62,107,66,6,10,125
19,8,16,17,10,14,14,20,20,7,12,13,19,15,179,17
12,7,12,9,172,323,17,8,66,10,11,13,16,4,6,14
12,12,16,85,17,62,88,10,18,31,94,99,15,5,30,115
9,9,44,18,71,130,50,10,174,62,57,13,11,11,95,18
11,8,219,18,146,73,65,16,102,88,66,58,72,17,59,113
16,9,14,15,10,91,20,11,64,13,13,11,17,7,11,13
17,8,11,20,93,125,239,59,102,200,14,20,85,9,414,18
56,18,96,74,77,183,95,67,496,105,121,124,192,49,148,147
19,6,18,83,78,66,97,16,20,40,44,60,56,7,48,15
27,17,140,30,50,49,46,15,56,31,45,40,45,14,39,47
13,3,7,9,15,57,66,12,47,37,35,107,11,7,49,13
208,10,17,19,92,95,63,60,118,148,120,78,82,49,61,130
49,12,117,135,177,219,73,63,130,77,75,91,18,6,169,31
7,7,14,8,15,150,65,12,16,45,10,15,19,10,12,14
13,9,16,154,12,151,57,8,76,11,11,8,14,4,12,11
12,4,9,11,12,52,42,20,15,6,17,16,20,10,13,20
19,7,14,18,17,86,45,36,45,17,16,148,16,17,14,17
37,9,27,89,110,109,132,54,110,61,73,87,60,17,76,66
16,7,16,20,17,102,70,15,18,69,47,18,12,9,40,14
34,7,131,431,124,229,190,124,227,233,248,208,131,19,327,307
14,4,13,8,9,18,126,12,13,20,17,17,13,10,8,11
19,13,38,16,229,80,300,30,67,59,67,55,74,11,65,65
127,7,65,102,36,59,89,15,120,43,17,54,77,7,81,73
17,3,28,39,32,49,42,12,58,32,31,36,19,6,26,49
9,1,11,9,10,16,86,8,9,14,7,11,10,6,11,15
18,5,11,272,18,73,58,15,76,17,19,40,58,5,702,14
12,7,18,11,10,56,15,12,37,10,16,14,4,7,11,9
8,2,9,7,9,46,15,8,15,15,15,14,9,7,14,11
13,5,13,6,15,50,14,10,15,20,13,7,16,10,101,11
56,50,46,236,200,172,126,75,126,116,94,92,16,48,13,213
15,4,9,20,55,92,102,90,73,56,68,519,114,14,43,63
4,4,16,3,7,18,11,2,16,8,10,14,14,11,10,12
16,2,125,7,9,14,4,2,6,5,10,3,5,1,5,3
15,7,49,50,61,75,162,34,145,167,347,119,68,10,166,67
5,17,16,17,10,15,18,15,250,17,100,18,19,9,20,215
16,4,53,15,189,20,86,13,15,20,120,40,15,14,17,50
270,8,59,41,74,353,55,39,101,17,162,51,83,19,74,11
15,4,8,6,13,14,8,7,9,7,13,10,14,2,8,9
46,16,96,56,87,104,75,17,108,81,82,71,110,47,203,133
6,10,61,127,182,112,89,19,694,13,318,63,184,9,85,153
12,6,17,4,13,104,12,11,13,7,9,18,14,10,13,7
35,6,16,41,34,107,85,35,33,33,45,140,19,10,20,46
12,10,20,15,12,20,16,15,18,20,10,17,11,7,10,6
61,9,195,145,111,230,132,94,91,44,56,76,98,65,364,35
46,16,127,116,129,97,145,334,221,100,175,139,77,49,115,114
5,3,14,9,82,17,145,16,7,3,45,6,9,2,16,14
20,3,63,55,18,61,46,11,18,19,16,80,19,4,20,17
15,8,14,18,18,109,20,8,19,27,84,9,14,6,8,17
138,14,191,517,100,114,93,50,102,60,58,77,108,50,142,111
6,4,12,11,5,13,33,10,15,13,11,11,18,6,18,11
19,7,38,19,17,36,48,17,14,10,72,45,11,15,86,57
9,6,99,100,78,152,159,15,16,8,14,131,16,9,176,147
15,3,7,18,53,187,65,7,10,11,11,6,16,5,11,14
132,13,189,136,471,417,322,129,264,134,95,146,215,84,153,276
10,14,10,210,12,15,80,7,9,20,135,14,12,9,13,16
48,4,75,57,74,122,98,72,89,91,133,120,271,14,101,107
18,7,15,14,391,52,53,15,92,74,81,98,71,17,56,145
13,10,15,19,19,130,427,16,19,14,51,18,15,8,17,14
16,3,3,7,11,88,73,8,200,15,19,9,61,13,11,53
18,10,18,53,113,20,60,13,56,94,15,20,9,8,16,17
8,2,12,7,15,151,14,6,10,16,10,10,9,6,11,6
189,19,97,149,102,130,260,117,160,113,122,87,106,15,139,242
17,6,16,14,15,91,20,7,13,13,20,16,10,6,12,9
56,138,8,20,84,110,73,38,38,41,96,17,175,16,17,124
9,4,11,14,20,20,43,11,16,12,14,12,20,16,67,19
12,6,6,9,3,17,11,12,18,9,15,7,8,10,9,14
0,0,14,148,101,123,74,16,91,134,128,191,92,11,81,99
12,7,16,17,13,30,16,7,12,16,18,14,83,11,13,47
19,5,16,17,63,330,63,9,17,92,15,247,10,6,20,12
55,4,14,106,13,19,258,14,15,64,172,17,14,6,16,12
9,9,11,15,6,13,45,6,11,10,8,14,15,6,8,11
13,5,37,11,44,61,55,14,43,35,65,43,36,10,52,40
11,9,20,30,57,71,251,18,83,20,17,19,116,13,117,131
11,7,91,10,12,33,14,9,15,14,19,18,10,14,14,164
14,3,18,14,20,47,20,12,11,19,12,18,13,8,15,13
270,7,70,20,16,46,48,32,36,15,14,17,14,9,12,20
49,8,50,47,99,172,58,12,76,128,79,61,56,8,52,95
195,54,75,211,17,193,152,241,94,20,57,140,156,46,324,83
10,5,59,14,10,68,13,7,15,13,12,16,13,5,60,72
14,5,81,48,64,62,23,30,28,47,55,54,9,7,70,71
70,10,14,80,10,53,86,14,54,45,15,50,20,7,49,114
6,4,10,6,6,10,11,4,14,360,12,12,15,5,13,12
14,5,16,12,9,14,36,7,9,11,8,15,12,15,17,13
8,7,11,8,3,19,18,4,8,3,12,13,15,6,11,13
13,4,8,17,16,18,60,34,20,14,14,67,10,7,42,13
9,4,3,9,10,9,7,7,4,31,7,5,9,4,5,2
158,19,73,132,77,91,142,29,259,45,61,102,73,14,85,93
46,13,103,47,44,63,46,60,50,134,43,32,73,28,50,53
10,6,17,14,17,19,71,15,37,175,11,11,18,15,14,10
16,5,18,12,65,95,70,15,45,11,17,20,159,12,14,51
7,3,8,9,11,13,15,7,7,8,6,10,8,5,11,11
15,7,15,94,15,207,99,17,153,83,120,66,62,11,116,68
9,4,8,7,7,7,8,3,18,10,10,4,12,3,15,1
6,6,13,5,7,9,10,4,9,19,11,14,17,6,13,3
94,8,19,17,101,73,77,17,85,88,120,102,107,6,124,129
6,6,7,9,7,7,10,4,7,15,18,18,14,5,7,51
51,4,48,92,95,124,111,20,58,121,77,117,169,12,148,181
8,9,12,63,90,130,78,17,66,39,47,55,68,12,73,50
17,6,45,16,78,43,51,41,75,19,42,46,15,8,52,41
17,8,14,13,14,16,54,7,16,11,17,15,14,6,16,9
4,1,10,7,3,15,8,0,8,7,8,7,9,2,6,7
9,6,5,8,8,12,17,6,8,4,6,13,11,7,7,4
10,3,2,10,7,15,12,2,10,8,11,10,17,2,7,13
11,6,11,16,16,58,121,12,15,17,15,18,11,10,6,9
10,7,7,16,18,139,19,14,741,11,17,16,10,7,10,101
10,9,11,8,13,14,47,12,114,6,11,10,9,8,11,444
10,3,6,10,10,14,19,10,9,14,12,10,13,8,14,10
15,11,6,18,145,104,66,17,9,7,13,14,12,9,10,18
12,6,12,11,8,18,16,10,82,6,12,14,16,6,9,16
12,8,16,20,13,60,123,11,20,389,12,74,12,12,12,9
14,10,170,199,18,18,73,12,106,16,101,98,17,8,242,20
15,3,8,7,6,20,13,10,11,12,9,133,9,4,13,17
10,10,15,14,76,88,369,17,18,73,106,17,77,12,9,17
12,6,6,8,7,7,14,7,11,10,11,10,16,6,16,58
71,9,18,126,14,20,55,5,119,124,20,12,39,10,119,100
8,3,17,18,8,18,40,5,18,7,9,75,8,5,10,16
13,6,10,12,12,16,19,19,61,10,12,11,12,11,8,13
7,6,10,17,7,108,18,12,12,9,8,16,18,13,10,14
15,11,33,41,44,76,77,17,42,50,75,53,71,11,48,55
20,4,32,18,47,71,54,42,72,17,34,33,60,11,19,34
11,1,6,13,51,20,172,13,57,11,5,7,15,7,8,10
122,4,11,17,20,109,122,5,49,15,17,64,660,8,13,16
7,5,208,117,238,16,109,11,18,10,8,15,4,5,8,6
43,8,70,42,72,59,71,14,53,46,57,58,34,15,40,28
14,7,14,65,82,86,84,17,87,9,16,16,33,11,57,17
14,3,200,10,10,94,32,3,16,14,31,14,11,6,10,15
8,5,5,1,5,11,8,2,7,3,5,6,7,5,3,4
12,5,12,77,11,12,36,7,49,66,98,44,34,6,16,18
10,8,10,13,15,59,53,7,13,16,50,13,8,15,100,14
17,3,14,38,47,78,46,10,41,254,53,69,112,13,77,84
19,11,53,62,52,65,52,10,60,14,25,16,27,13,19,8
7,2,12,3,9,67,11,6,19,4,11,9,18,8,50,14
10,3,14,10,101,80,75,11,79,11,86,10,15,10,76,19
12,4,10,11,11,12,10,6,45,11,10,7,7,4,8,8
0,2,2,1,20,13,9,5,15,13,5,2,8,2,5,6
8,7,13,14,10,102,12,5,424,122,17,18,13,11,20,10
33,7,39,91,89,112,77,52,76,203,125,99,69,7,384,141
4,2,8,6,5,13,17,5,3,6,12,7,8,4,7,4
9,3,141,16,20,54,40,18,19,14,11,17,14,6,12,17
5,3,9,5,7,17,76,4,14,11,13,10,13,2,4,8
19,12,156,102,205,173,103,20,160,20,410,72,18,11,94,64
7,3,4,3,3,52,46,17,47,34,50,48,19,5,47,46
267,5,9,53,95,95,58,17,79,93,78,83,82,49,77,19
11,6,11,13,11,79,226,80,85,110,96,53,43,14,121,74
5,6,10,19,13,16,42,10,12,10,12,8,10,5,8,5
10,7,9,17,19,17,68,10,16,146,51,10,12,5,10,11
7,8,11,13,9,12,14,3,11,9,10,5,7,4,9,7
11,7,16,83,115,150,142,16,192,70,88,102,40,6,73,160
20,8,13,18,20,65,20,19,246,15,18,18,12,6,11,239
12,3,15,9,18,12,18,3,9,5,9,13,7,1,5,4
10,2,12,188,7,101,72,41,42,130,76,64,77,15,76,78
17,8,17,13,15,46,55,12,18,18,54,17,61,10,20,42
38,15,50,53,80,131,116,57,48,183,50,14,19,6,44,113
9,6,11,12,49,187,58,17,32,17,14,44,15,7,17,46
11,16,8,10,13,20,20,9,19,14,33,8,20,6,15,7
5,6,16,8,7,19,16,8,18,7,5,10,11,8,6,12
16,8,15,12,13,89,20,5,17,11,15,12,56,5,14,11
7,3,6,3,5,8,5,6,4,7,10,11,6,5,13,5
5,3,5,6,10,9,12,4,5,4,8,13,4,4,3,2
7,3,8,7,18,59,61,7,7,15,9,6,14,4,196,12
12,3,9,8,7,16,9,9,9,9,6,4,7,1,2,2
6,3,10,9,8,14,8,11,8,17,19,14,18,5,11,16
3,3,4,3,5,20,14,3,8,3,5,2,11,5,3,9
7,7,9,4,20,17,90,14,19,8,10,11,20,15,19,14
7,4,7,3,5,13,16,2,8,7,7,6,8,3,8,7
50,16,90,13,18,112,67,12,20,17,15,10,10,15,19,82
42,10,16,8,65,80,82,131,70,30,90,89,20,16,56,124
6,2,9,6,8,11,7,4,7,8,6,8,9,4,10,6
18,11,53,52,79,112,91,6,96,26,51,35,117,5,269,4
17,8,13,44,10,83,51,14,17,90,63,41,19,10,60,20
7,6,7,7,8,13,7,3,12,4,8,7,7,7,10,7
0,0,3,1,2,176,65,9,13,12,12,7,17,5,10,9
11,9,10,11,9,14,17,9,13,15,11,9,12,7,12,19
7,2,8,12,5,5,16,7,12,10,10,4,10,6,9,6
4,2,6,5,6,7,6,10,5,6,8,6,7,4,5,8
8,4,15,12,16,62,15,5,10,20,19,15,17,4,14,18
5,2,8,3,2,9,5,7,12,7,5,7,3,2,6,1
5,0,8,12,14,15,7,8,8,7,8,14,10,3,3,1
5,6,15,14,10,52,138,17,58,91,62,28,36,9,48,54
9,9,10,11,5,76,10,7,6,12,14,7,12,11,6,14
6,3,3,4,6,8,11,11,5,4,1,3,5,2,8,3
9,6,7,6,4,34,16,3,4,4,6,3,14,8,4,4
2,5,10,9,5,55,17,4,4,6,3,6,9,9,6,1
6,2,14,10,12,105,122,4,5,11,12,16,11,2,8,9
31,59,47,45,56,47,45,11,167,38,64,46,45,20,56,46
7,6,6,11,10,52,76,13,3,20,129,10,16,4,13,15
9,4,5,10,4,15,14,17,10,135,18,17,14,16,18,15
10,2,6,9,15,12,37,6,4,10,155,20,13,4,9,3
8,3,7,13,13,14,13,2,10,20,5,5,17,10,11,8
1,0,11,14,15,17,18,33,34,19,36,45,16,12,14,13
5,3,8,6,7,177,8,7,6,5,8,7,11,5,14,40
49,21,73,62,66,79,299,110,54,65,57,77,577,7,55,76
46,7,81,52,61,72,91,14,77,46,124,55,90,9,51,128
15,5,11,9,94,15,143,18,104,12,260,16,18,6,16,12
15,4,5,15,63,9,15,3,15,17,10,11,20,13,73,86
322,5,44,73,19,63,57,4,39,117,58,18,74,5,48,50
8,3,13,10,11,16,15,7,9,9,11,6,12,10,5,7
1,3,5,7,5,8,9,4,3,7,7,15,32,3,79,34
10,6,13,17,6,44,93,51,118,75,74,70,27,16,6,18
10,5,6,8,13,10,34,11,3,15,5,8,13,11,8,8
10,2,80,20,22,41,15,6,72,13,15,4,9,0,7,7
9,2,9,14,12,19,134,41,16,13,35,95,8,4,4,12
10,7,12,12,14,9,9,4,5,11,8,8,13,4,12,8
10,5,80,13,170,63,49,17,180,112,28,193,86,11,180,76
12,7,91,15,19,20,69,12,88,17,340,369,84,67,8,90
6,3,5,9,16,18,15,10,10,1,6,17,7,4,4,5
10,4,14,17,85,97,89,41,111,58,69,98,111,11,89,131
17,4,194,14,14,18,16,11,8,9,179,5,8,2,4,5
6,3,9,7,10,16,14,8,8,53,8,8,7,7,3,8
4,4,11,7,10,11,100,7,19,7,4,7,9,13,9,12
38,8,64,40,37,72,20,176,66,18,16,95,62,7,62,20
36,19,21,56,50,59,153,18,30,33,59,69,224,9,38,48
7,2,11,19,14,19,20,3,16,9,9,16,16,5,12,20
12,8,19,33,42,64,20,12,46,15,48,20,13,9,16,45
18,5,6,15,9,14,20,10,81,6,9,49,52,11,20,8
7,1,5,10,9,14,9,1,5,9,5,4,8,6,5,4
15,13,19,7,52,87,58,17,41,51,47,84,18,5,12,11
15,4,8,6,4,13,12,2,10,6,11,13,17,3,8,14
93,20,79,129,121,143,119,19,91,17,128,385,117,14,206,365
15,3,7,142,17,11,56,7,138,15,11,12,17,7,11,5
8,5,9,10,12,293,13,3,4,4,6,7,17,5,6,3
5,5,5,5,11,19,9,6,9,10,17,12,6,1,11,3
0,3,3,0,155,980,289,18,22,52,45,31,1510,20,5,5
8,6,5,11,13,18,48,11,14,5,18,10,16,6,15,30
16,7,10,10,11,55,17,10,19,17,9,14,224,5,8,5
5,2,2,3,3,7,6,1,4,1,8,4,8,2,2,5
31,15,20,42,59,57,57,27,46,65,89,89,55,12,55,70
8,4,10,12,8,19,16,9,15,11,14,14,6,0,14,15
39,7,18,28,36,38,57,2,27,27,139,54,25,2,32,24
5,3,209,14,13,145,18,8,61,19,18,57,19,7,17,18
5,2,15,7,13,18,16,32,13,6,7,8,9,10,4,3
9,2,11,7,9,37,48,10,33,38,36,36,28,16,35,41
13,6,31,368,70,53,42,36,56,119,40,73,20,15,49,59
9,3,9,14,12,88,40,8,6,12,8,12,6,4,13,14
19,6,54,76,57,144,312,15,46,29,34,56,30,6,33,6
19,9,44,47,83,118,49,54,59,43,70,44,39,18,46,53
9,9,8,17,14,10,100,5,11,14,11,9,6,6,4,11
10,6,7,17,12,19,13,8,11,17,10,18,9,12,11,12
6,6,4,9,5,13,9,3,3,4,4,3,6,3,5,8
41,10,38,63,61,90,73,18,52,71,48,47,55,37,50,19
11,3,7,6,15,12,9,6,4,13,8,7,12,2,7,6
5,2,5,13,7,12,8,6,9,3,5,5,4,1,6,7
16,13,18,50,20,19,32,13,20,14,33,35,9,5,18,53
6,4,1,6,2,12,7,4,7,10,11,10,7,1,1,3
7,4,7,9,6,8,8,11,10,3,10,8,6,2,6,10
0,6,3,1,9,167,56,12,117,37,72,103,30,11,55,71
40,14,20,52,144,88,167,79,95,62,251,82,42,41,342,94
13,3,6,4,5,13,8,5,5,7,8,8,9,1,13,7
